ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Total_Children,Total_spending,Customer_since,AcceptedAny,AgeGroup,Cluster,PCA1,PCA2
9973,1963,Graduation,Married,50437.0,0,2,2012-10-17,28,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,3,11,0,62,2,490,4692,0,60+,5,0.38701548222262055,-1.3147324419409945
7301,1982,2n Cycle,Single,23616.0,1,0,2012-11-17,76,4,22,11,3,7,32,2,3,0,3,8,0,0,0,0,0,0,3,11,1,43,1,79,4661,0,40-49,0,-2.1084944243990913,0.5877343950167947
10882,1976,Graduation,Married,53858.0,0,1,2012-11-09,50,407,53,221,58,150,26,4,4,3,6,4,0,0,0,0,0,0,3,11,0,49,1,915,4669,0,40-49,1,0.41885696129836436,0.2502742084255424
7030,1955,PhD,Married,66465.0,0,1,2013-03-30,1,1200,0,204,38,29,14,3,11,9,12,6,0,0,0,1,0,0,3,11,0,70,1,1485,4528,1,60+,5,2.890281310296411,-2.569932489976819
7422,1987,Graduation,Single,46923.0,1,0,2012-08-22,90,85,44,54,102,78,6,3,5,1,7,7,0,0,0,0,0,0,3,11,0,38,1,369,4748,0,30-39,0,-0.48396495551539614,0.885133307101784
3523,1962,Graduation,Together,75072.0,0,1,2013-01-23,83,583,34,309,0,22,125,2,5,4,8,3,0,0,0,0,0,0,3,11,0,63,1,1073,4594,0,60+,2,1.718213057009502,1.2185610326237286
7106,1943,PhD,Married,75865.0,0,0,2014-03-31,73,483,0,591,156,0,12,1,3,5,10,1,0,0,0,0,0,0,3,11,0,82,0,1242,4162,0,60+,2,2.4506098791314805,1.3537173424718614
6504,1975,2n Cycle,Together,19789.0,1,0,2013-11-20,24,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0,3,11,0,50,1,78,4293,1,50-59,4,-1.7777879149832967,-0.4436676272897248
5067,1994,Graduation,Together,80134.0,0,0,2014-02-14,11,966,26,282,52,26,26,1,2,7,11,5,0,1,1,1,1,0,3,11,0,31,0,1378,4207,1,30-39,1,1.3701486480412586,-0.7676515489427777
4216,1981,Graduation,Single,91065.0,0,0,2013-02-22,33,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,0,3,11,1,44,0,1474,4564,1,40-49,1,2.509421852719522,-0.4408295792360914
8581,1971,Master,Married,49505.0,1,1,2013-03-05,4,604,0,100,19,0,28,9,10,2,8,8,0,0,0,0,0,0,3,11,0,54,2,751,4553,0,50-59,5,0.7245286763407668,-2.537141190491429
5929,1973,PhD,Married,37401.0,1,0,2014-05-06,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,3,11,0,52,1,48,4126,0,50-59,4,-1.756424506654181,-0.9755778321219352
3129,1983,Graduation,Married,30096.0,1,0,2014-05-22,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,3,11,0,42,1,45,4110,0,40-49,4,-1.8668362851334253,-0.3465110659351838
6528,1982,Master,Together,18492.0,1,0,2014-06-05,75,2,2,2,2,1,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,43,1,10,4096,0,40-49,0,-2.674675045601724,0.8236884756530363
1361,1974,Master,Married,82584.0,0,0,2013-06-04,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,0,3,11,1,51,0,1435,4462,1,50-59,1,2.0354419003914277,0.12346221606628999
6932,1941,PhD,Married,93027.0,0,0,2013-04-13,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,1,0,0,0,3,11,0,84,0,2119,4514,1,60+,2,3.187185113328466,0.9683067725584413
7284,1953,Graduation,Married,48686.0,1,2,2013-12-04,8,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,72,3,20,4279,0,60+,4,-1.7444958447829422,-1.1757328504177442
1340,1986,Graduation,Married,92910.0,0,0,2014-04-24,42,551,137,792,179,103,33,1,6,7,13,1,0,1,1,1,0,0,3,11,0,39,0,1795,4138,1,30-39,1,3.51061121488593,0.1691892800123756
8746,1989,Graduation,Married,75433.0,1,0,2014-04-05,28,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,3,11,0,36,1,1188,4157,1,30-39,1,0.8914069969608541,-0.4102356869561754
5987,1989,2n Cycle,Together,10404.0,1,0,2014-05-04,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,3,11,0,36,1,43,4128,0,30-39,0,-2.142884270466039,0.5153605318625202
3767,1968,Graduation,Married,61314.0,0,1,2013-04-25,1,378,0,189,97,172,172,2,5,5,12,3,0,0,0,0,0,0,3,11,0,57,1,1008,4502,0,50-59,5,1.8881464399877792,-1.3380682701206372
3725,1961,PhD,Single,84865.0,0,0,2013-05-09,1,1248,16,349,43,16,16,1,2,4,9,4,0,1,1,1,1,0,3,11,1,64,0,1688,4488,1,60+,2,2.0040954063478664,-0.9779364236583412
4324,1989,Graduation,Married,42387.0,1,0,2012-10-29,42,235,0,235,19,4,191,5,8,1,7,8,0,0,0,0,0,0,3,11,0,36,1,684,4680,0,30-39,5,-0.09817371082018336,-1.0844729142623668
238,1967,2n Cycle,Together,67309.0,1,1,2013-01-23,76,515,47,181,149,95,95,15,9,6,9,7,0,0,0,0,0,0,3,11,0,58,2,1082,4594,0,50-59,5,1.576348073018113,-0.10359346113159607
6694,1964,Graduation,Married,75236.0,0,1,2013-11-25,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,3,11,0,61,1,1068,4288,0,60+,5,2.6497798318878,-1.085680396802954
498,1970,Graduation,Single,30015.0,1,0,2014-02-02,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,3,11,0,55,1,57,4219,0,50-59,4,-1.5248010763818067,-0.20236486648633353
9347,1956,Master,Together,50943.0,0,1,2013-06-21,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0,69,1,46,4445,0,60+,0,-1.10062035608689,0.46470167976196486
9699,1966,Graduation,Divorced,67272.0,0,1,2013-12-21,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,3,11,0,59,1,733,4262,0,50-59,5,1.6228226318685028,-1.4085303985221729
10664,1949,Master,Widow,51529.0,0,1,2013-09-07,14,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,3,11,0,76,1,467,4367,0,60+,3,0.23883696934489765,-2.1077612797609353
5455,1971,PhD,Married,32011.0,1,0,2013-08-22,89,99,0,15,2,1,5,3,2,1,4,7,0,0,0,0,0,0,3,11,0,54,1,122,4383,0,50-59,0,-1.6026175074637814,1.212092654691571
456,1986,2n Cycle,Married,7500.0,1,0,2013-02-07,96,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,3,11,0,39,1,36,4579,0,30-39,0,-2.6261868843456093,1.2760492563727723
5012,1989,Graduation,Married,28691.0,1,0,2013-07-04,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,3,11,0,36,1,34,4432,0,30-39,0,-2.4124164273521,0.2905660280344708
7495,1948,PhD,Married,56223.0,0,1,2013-12-20,72,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,3,11,0,77,1,156,4263,0,60+,3,-0.2211289887484805,1.1054642545214786
5029,1946,Graduation,Married,18100.0,0,0,2013-08-06,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,3,11,0,79,0,14,4399,0,60+,4,-1.7585581624108755,-0.5860182950370961
10642,1989,Graduation,Single,30279.0,1,0,2012-12-30,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,3,11,0,36,1,37,4618,0,30-39,4,-2.3921496830263633,-0.9856733041916004
2106,1974,2n Cycle,Married,20130.0,0,0,2014-03-17,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,3,11,0,51,0,34,4176,0,50-59,0,-2.3680673379769552,1.4939791174285828
10364,1959,Graduation,Divorced,23295.0,0,0,2013-07-13,72,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,3,11,0,66,0,20,4423,0,60+,0,-2.2807738545212266,0.6714584294137882
5954,1972,Master,Divorced,42618.0,1,0,2013-10-09,92,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,3,11,0,53,1,192,4335,0,50-59,0,-1.1115487668778472,0.8082799980187771
1137,1964,Graduation,Single,81246.0,0,0,2013-12-29,87,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,3,11,0,61,0,1379,4254,1,60+,2,2.0959395138696757,1.7966866576659548
2541,1976,Graduation,Married,24027.0,1,0,2013-06-09,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,3,11,0,49,1,48,4457,0,40-49,4,-2.2018736178983613,-1.35763393417625
1142,1953,PhD,Married,55707.0,0,1,2013-12-22,91,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,3,11,0,72,1,428,4261,0,60+,2,0.8092483456964896,1.606196810591939
2276,1955,Graduation,Single,57959.0,0,1,2013-05-02,71,430,16,322,43,24,33,5,4,7,11,3,0,0,0,0,0,0,3,11,0,70,1,868,4495,0,60+,2,1.6155038202705991,0.846120365611969
2807,1969,Graduation,Married,56796.0,0,1,2013-02-16,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,3,11,0,56,1,1001,4570,0,50-59,5,0.8456480280997793,-1.504012364134043
6471,1971,Master,Single,36230.0,1,0,2013-10-17,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,3,11,0,54,1,59,4327,0,50-59,4,-1.2895094809441354,-0.6364955909452316
6131,1980,2n Cycle,Married,70829.0,1,1,2013-12-01,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,3,11,0,45,2,431,4282,0,40-49,1,0.7341222357107663,1.519493265033903
6233,1976,Graduation,Married,65991.0,0,1,2012-09-07,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,3,11,0,49,1,971,4732,0,40-49,5,1.4725963203051238,-1.7379038611831892
4148,1972,Graduation,Married,38988.0,1,2,2012-08-20,90,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,3,11,0,53,3,348,4750,0,50-59,3,-0.7571116487026124,0.690678988121689
4947,1966,2n Cycle,Single,89572.0,0,0,2012-09-15,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,0,3,11,1,59,0,2059,4724,1,50-59,1,3.0169167140676385,-0.3144457472676502
3225,1984,Master,Married,42207.0,1,0,2013-04-01,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,0,3,11,1,41,1,265,4526,1,40-49,0,-0.8978923845429058,0.6109666362893282
7540,1952,Graduation,Married,50300.0,0,1,2014-05-25,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,3,11,0,73,1,270,4107,0,60+,2,0.4513371479013018,0.718414818361802
10648,1982,2n Cycle,Together,66664.0,0,0,2012-09-25,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,3,11,0,43,0,1289,4714,0,40-49,1,1.1916400598909527,1.154594590046964
1992,1964,Graduation,Married,60597.0,0,1,2014-01-01,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,3,11,1,61,1,893,4251,1,60+,4,0.23326358188503632,-1.4102751898591264
7851,1949,Graduation,Widow,70165.0,0,0,2013-09-22,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,3,11,0,76,0,926,4352,0,60+,2,2.1422219496949246,0.9483883060726164
8594,1958,PhD,Widow,50520.0,0,1,2014-01-28,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,3,11,0,67,1,135,4224,0,60+,4,-0.9540473742796625,-0.6457921228598863
7059,1963,Graduation,Married,80124.0,0,0,2014-06-26,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,3,11,0,62,0,1495,4075,1,60+,2,2.1872934637438304,0.703706365311681
2815,1975,Graduation,Married,33183.0,1,0,2014-02-24,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,3,11,0,50,1,120,4197,0,50-59,4,-1.5261317320751937,-0.2878696092699102
2416,1969,PhD,Single,66582.0,0,0,2014-03-03,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,3,11,0,56,0,1288,4190,0,50-59,1,1.7043961699147328,1.8621790984015776
7999,1955,PhD,Together,75261.0,0,0,2013-04-23,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,0,3,11,1,70,0,1743,4504,1,60+,2,2.073849964698554,-0.5665399333553692
9213,1970,Graduation,Widow,31880.0,1,0,2012-10-31,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,3,11,0,55,1,15,4678,0,50-59,4,-2.281893978392017,-1.0221266685508528
9697,1951,Graduation,Married,53790.0,0,2,2014-03-06,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,3,11,0,74,2,542,4187,0,60+,3,0.8182129127230466,0.5244361346030544
3916,1971,PhD,Together,49269.0,1,0,2012-08-15,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,3,11,0,54,1,890,4755,0,50-59,5,1.2006428441073143,0.5218422916279366
2021,1975,Graduation,Married,61456.0,0,1,2013-03-27,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,3,11,0,50,1,1388,4531,0,50-59,1,2.25893693783759,-0.23965470161933802
1581,1980,Graduation,Married,37406.0,1,0,2013-10-10,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,0,3,11,1,45,1,17,4334,0,40-49,4,-2.3037108239224726,-0.8218593766025686
564,1981,PhD,Together,56937.0,1,0,2012-08-04,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,0,3,11,1,44,1,906,4766,1,40-49,5,1.075142878263528,0.33223897648725165
6619,1978,Graduation,Married,38415.0,1,1,2013-01-02,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,3,11,0,47,2,44,4615,0,40-49,0,-1.9162555181636498,1.4682219147436992
9081,1988,Graduation,Single,20518.0,1,0,2014-05-18,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,3,11,0,37,1,25,4114,0,30-39,0,-2.2452175928455875,0.7681728387710094
178,1956,Graduation,Married,62503.0,0,1,2013-02-18,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,3,11,0,69,1,973,4568,0,60+,5,1.9918050778403262,-0.8609548647042772
916,1972,PhD,Single,41644.0,1,1,2014-05-09,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,3,11,0,53,2,31,4123,0,50-59,0,-1.181691277518255,1.308958156433324
5512,1977,Master,Married,55842.0,0,1,2014-05-23,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,3,11,0,48,1,518,4109,0,40-49,5,0.636586208884575,-1.2356922005921662
8970,1972,PhD,Married,62010.0,0,1,2012-10-23,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,3,11,0,53,1,530,4686,0,50-59,3,0.5690832600290768,1.1236749631147218
10581,1977,Graduation,Married,41124.0,1,0,2012-10-31,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,3,11,0,48,1,506,4678,0,40-49,3,-0.6881261017174715,-0.9601317327955202
5300,1973,Master,Married,38961.0,1,0,2013-12-30,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,3,11,0,52,1,70,4253,0,50-59,0,-1.841510674502975,0.4224867146993739
5154,1972,Master,Divorced,37760.0,1,0,2013-08-11,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,3,11,0,53,1,54,4394,0,50-59,0,-1.5669069026359015,0.3554297729858802
8346,1974,Graduation,Single,32233.0,1,0,2012-08-19,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,3,11,1,51,1,296,4751,1,50-59,4,-1.57587072320333,-1.4104294755506066
1676,1975,Graduation,Married,43057.0,0,1,2013-10-30,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,3,11,0,50,1,266,4314,0,50-59,4,-0.623164828344917,-0.4970105224541563
9286,1960,Master,Together,83151.0,0,0,2012-10-10,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,3,11,0,65,0,747,4699,0,60+,2,1.0403630939728696,1.6284510524159324
2426,1964,PhD,Divorced,78825.0,0,0,2012-09-14,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,3,11,1,61,0,895,4725,0,60+,2,2.3288532159952386,-0.3051853486203124
5172,1976,Master,Together,65104.0,0,1,2013-11-14,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,3,11,0,49,1,1053,4299,0,40-49,4,0.28578268908513077,-1.403667512448351
5562,1974,Graduation,Married,60093.0,0,1,2013-06-26,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,3,11,0,51,1,735,4440,0,50-59,3,1.0966180988628687,0.7541646967339107
3436,1969,Graduation,Married,14045.0,1,0,2014-01-26,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,56,1,20,4226,0,50-59,4,-2.2973303234413667,-0.6352672758374889
3921,1952,2n Cycle,Widow,28457.0,0,0,2012-10-28,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,3,11,0,73,0,205,4681,0,60+,0,-1.2408703665653307,0.9443044133819924
3403,1958,PhD,Together,78952.0,0,1,2012-09-24,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,3,11,0,67,1,2092,4715,0,60+,2,2.405301124535616,-1.062843694379899
22,1976,Graduation,Divorced,46310.0,1,0,2012-12-03,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,3,11,0,49,1,309,4645,0,40-49,3,-0.714436925568465,0.8891244007590098
10965,1955,Graduation,Together,76005.0,0,0,2013-02-22,72,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,3,11,0,70,0,1722,4564,1,60+,2,2.372615109272316,0.5859758235723078
9426,1964,Master,Single,58308.0,0,1,2013-01-12,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,3,11,0,61,1,900,4605,0,60+,0,-0.6657051934769266,0.7891622004667489
6605,1944,PhD,Divorced,55614.0,0,0,2013-11-27,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,3,11,0,81,0,682,4286,1,60+,3,0.8805573271169895,0.12085885287951134
3136,1962,Master,Divorced,59432.0,0,1,2013-04-13,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,3,11,0,63,1,663,4514,0,60+,3,1.210731618697035,0.9702540888650386
8737,1978,Graduation,Divorced,55563.0,0,1,2014-04-05,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,3,11,0,47,1,43,4157,0,40-49,4,-0.8671611561940065,-0.09707557145362863
11088,1971,PhD,Together,78642.0,0,1,2013-04-21,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,3,11,0,54,1,1816,4506,0,50-59,1,1.1184360267729492,1.0504696257623551
716,1949,PhD,Together,67911.0,0,1,2014-05-22,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,3,11,0,76,1,976,4110,0,60+,2,2.2340883302929804,0.3593082237348503
466,1944,Graduation,Married,65275.0,0,0,2013-04-03,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,3,11,0,81,0,746,4524,0,60+,2,2.2196548972046948,-0.9184284549889167
9135,1950,Graduation,Together,27203.0,1,1,2012-08-06,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,3,11,0,75,2,64,4764,0,60+,0,-2.048790676064891,1.24888377705692
10623,1961,Master,Together,48330.0,0,1,2013-11-15,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,3,11,0,64,1,32,4298,0,60+,4,-1.2390970591748525,-0.9269045781894395
8151,1990,Basic,Married,24279.0,0,0,2012-12-29,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,3,11,0,35,0,263,4619,0,30-39,4,-1.9308609623808781,-1.5995139999655648
5140,1985,PhD,Married,64355.0,1,0,2012-08-24,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,3,11,0,40,1,1445,4746,0,40-49,1,1.2121946997330961,0.08456845406216079
10160,1956,Master,Together,50943.0,0,1,2013-06-21,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0,69,1,46,4445,0,60+,0,-1.10062035608689,0.46470167976196486
4945,1953,Graduation,Widow,53653.0,0,0,2012-11-07,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,3,11,0,72,0,1210,4671,0,60+,5,2.3186597126570065,-1.65141970777095
10584,1976,Graduation,Married,65665.0,0,1,2013-12-02,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,3,11,0,49,1,945,4281,0,40-49,1,1.2517062433790314,1.0585035019644915
6071,1989,Graduation,Single,81217.0,0,0,2013-07-19,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,3,11,0,36,0,1157,4417,0,30-39,1,2.034376200587823,1.6235468826036676
3386,1992,Graduation,Married,34935.0,0,0,2013-06-21,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,3,11,0,33,0,137,4445,0,30-39,0,-1.8104399316226667,0.7560139722408942
8939,1959,Graduation,Divorced,61250.0,0,1,2012-12-16,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,3,11,0,66,1,730,4632,0,60+,2,1.474866909930465,-0.21941491779142483
9925,1981,PhD,Together,39665.0,1,0,2013-05-25,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,3,11,0,44,1,216,4472,1,40-49,0,-1.3863463429849274,1.2717712840079398
4320,1979,Graduation,Single,60152.0,0,1,2013-03-28,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,3,11,0,46,1,943,4530,0,40-49,5,1.8041529742439537,-1.2843511750566907
5389,1964,Graduation,Married,48920.0,0,2,2013-10-20,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,3,11,0,61,2,347,4324,1,60+,3,-0.3269998051397306,0.8191153597286795
6036,1959,Master,Together,89120.0,0,0,2014-03-17,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,3,11,0,66,0,1924,4176,1,60+,2,2.897756455939795,1.4029900557569703
182,1946,PhD,Together,44124.0,0,1,2013-05-11,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,3,11,0,79,1,397,4486,0,60+,3,-0.30557133305295314,-0.32250457057973114
203,1975,Master,Single,81169.0,0,0,2013-04-14,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,3,11,0,50,0,2089,4513,0,50-59,1,2.81087645980886,0.320343367476051
11025,1961,Graduation,Married,36443.0,1,1,2013-02-03,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,3,11,0,64,2,138,4583,0,60+,4,-1.5662996391753754,-1.4397219033911492
10203,1990,Graduation,Single,26095.0,1,0,2013-06-30,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0,35,1,42,4436,0,30-39,0,-2.307822807877701,1.0528922880567768
4607,1959,Graduation,Together,71367.0,0,0,2013-08-23,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,3,11,0,66,0,777,4382,0,60+,2,1.2961140130277806,-0.26551430696750444
3711,1944,Master,Married,80184.0,0,0,2014-03-01,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,3,11,0,81,0,1902,4192,1,60+,2,3.1510736590326567,-0.9141798271247915
3696,1965,Graduation,Divorced,30630.0,1,1,2014-01-27,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,3,11,0,60,2,52,4225,0,60+,0,-1.7623728273936883,0.5551225782139437
2532,1987,Master,Single,73454.0,0,0,2014-03-01,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,3,11,0,38,0,1651,4192,1,30-39,1,0.859059908434903,1.8018686262941632
9214,1991,Graduation,Married,42691.0,0,0,2013-08-16,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,3,11,0,34,0,358,4389,0,30-39,4,-0.47474267721908675,-0.06037028337783437
4943,1953,Graduation,Married,70503.0,0,0,2012-09-30,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,3,11,0,72,0,1727,4709,1,60+,2,1.5831827788126622,0.8117437312340083
35,1987,Graduation,Married,25545.0,1,0,2012-09-08,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,3,11,1,38,1,210,4731,0,30-39,4,-1.8633895838365746,-0.1995681907344988
2258,1986,Graduation,Married,32880.0,1,0,2012-12-04,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,39,1,42,4644,0,30-39,0,-2.2827273718011654,0.8894724388645343
4322,1958,PhD,Together,77863.0,0,0,2013-11-27,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,3,11,0,67,0,1291,4286,0,60+,2,2.300647822914094,-0.43953768748587074
713,1977,Master,Married,50353.0,0,0,2014-06-08,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,3,11,0,48,0,442,4093,0,40-49,1,0.10134233533051772,1.0431298389122183
4702,1964,Graduation,Single,61839.0,0,0,2012-08-12,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,3,11,0,61,0,1895,4758,0,60+,5,0.634517832383263,-1.1869100146438174
3281,1960,PhD,Married,49154.0,1,1,2013-11-03,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,3,11,0,65,2,411,4310,0,60+,3,0.10166512376130196,0.42279747644438626
702,1975,2n Cycle,Widow,47682.0,0,1,2013-02-15,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,3,11,0,50,1,521,4571,0,50-59,3,0.13028997315136784,0.9373717690891382
2004,1969,Graduation,Single,72679.0,0,1,2013-09-18,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,3,11,0,56,1,1168,4356,0,50-59,1,1.3948842519884375,1.1780703295984891
4769,1977,Master,Together,57954.0,1,1,2014-06-18,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,3,11,0,48,2,493,4083,1,40-49,3,0.19836016608964008,-0.6124748108029066
4437,1962,Graduation,Married,65316.0,1,1,2013-04-24,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,3,11,0,63,2,260,4503,0,60+,3,-0.012040774940276899,0.8428683923188699
8724,1982,Graduation,Single,28567.0,1,0,2013-06-17,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,43,1,46,4449,0,40-49,0,-1.874251883611684,0.4497619994116866
10741,1951,Master,Together,47352.0,0,1,2013-04-11,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,3,11,0,74,1,319,4516,0,60+,3,-0.21917358978995982,0.08503528009347175
1991,1967,Graduation,Together,44931.0,0,1,2014-01-18,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,3,11,0,58,1,96,4234,0,50-59,4,-1.1940219565905175,-1.1067169894492515
